Enlem;Boylam;Z_Anomali(m)
41.04303089;29.67412255;"=""7.10"""
41.04303089;29.67447993;"=""9.64"""
41.04303089;29.67483732;"=""12.06"""
41.04303089;29.67519471;"=""14.17"""
41.04303089;29.67555209;"=""15.83"""
41.04303089;29.67590948;"=""16.98"""
41.04303089;29.67626686;"=""17.59"""
41.04303089;29.67662425;"=""17.67"""
41.04303089;29.67698163;"=""17.30"""
41.04303089;29.67733902;"=""16.61"""
41.04303089;29.67769641;"=""15.70"""
41.04303089;29.67805379;"=""14.70"""
41.04303089;29.67841118;"=""13.74"""
41.04303089;29.67876856;"=""12.98"""
41.04303089;29.67912595;"=""12.49"""
41.04303089;29.67948333;"=""12.28"""
41.04276140;29.65410896;"=""-19.45"""
41.04276140;29.65446634;"=""-19.25"""
41.04276140;29.65482373;"=""-18.88"""
41.04276140;29.65518111;"=""-18.36"""
41.04276140;29.65553850;"=""-17.73"""
41.04276140;29.65589588;"=""-17.03"""
41.04276140;29.65625327;"=""-16.24"""
41.04276140;29.65661066;"=""-15.33"""
41.04276140;29.65696804;"=""-14.28"""
41.04276140;29.65732543;"=""-13.06"""
41.04276140;29.65768281;"=""-11.68"""
41.04276140;29.65804020;"=""-10.18"""
41.04276140;29.65839758;"=""-8.64"""
41.04276140;29.65875497;"=""-7.19"""
41.04276140;29.65911235;"=""-5.90"""
41.04276140;29.65946974;"=""-4.80"""
41.04276140;29.65982713;"=""-3.85"""
41.04276140;29.66018451;"=""-2.97"""
41.04276140;29.66054190;"=""-2.06"""
41.04276140;29.66089928;"=""-1.02"""
41.04276140;29.66125667;"=""0.19"""
41.04276140;29.66161405;"=""1.58"""
41.04276140;29.66197144;"=""3.04"""
41.04276140;29.66232882;"=""4.47"""
41.04276140;29.66268621;"=""5.76"""
41.04276140;29.66304360;"=""6.89"""
41.04276140;29.66340098;"=""7.86"""
41.04276140;29.66375837;"=""8.72"""
41.04276140;29.66411575;"=""9.49"""
41.04276140;29.66447314;"=""10.17"""
41.04276140;29.66483052;"=""10.76"""
41.04276140;29.66518791;"=""11.32"""
41.04276140;29.66554530;"=""11.93"""
41.04276140;29.66590268;"=""12.66"""
41.04276140;29.66626007;"=""13.47"""
41.04276140;29.66661745;"=""14.27"""
41.04276140;29.66697484;"=""14.83"""
41.04276140;29.66733222;"=""14.90"""
41.04276140;29.66768961;"=""14.23"""
41.04276140;29.66804699;"=""12.72"""
41.04276140;29.66840438;"=""10.54"""
41.04276140;29.66876177;"=""8.09"""
41.04276140;29.66911915;"=""5.88"""
41.04276140;29.66947654;"=""4.29"""
41.04276140;29.66983392;"=""3.50"""
41.04276140;29.67019131;"=""3.40"""
41.04276140;29.67054869;"=""3.70"""
41.04276140;29.67090608;"=""4.06"""
41.04276140;29.67126346;"=""4.19"""
41.04276140;29.67162085;"=""4.01"""
41.04276140;29.67197824;"=""3.63"""
41.04276140;29.67233562;"=""3.31"""
41.04276140;29.67269301;"=""3.41"""
41.04276140;29.67305039;"=""4.15"""
41.04276140;29.67340778;"=""5.63"""
41.04276140;29.67376516;"=""7.78"""
41.04276140;29.67412255;"=""10.37"""
41.04276140;29.67447993;"=""13.15"""
41.04276140;29.67483732;"=""15.87"""
41.04276140;29.67519471;"=""18.34"""
41.04276140;29.67555209;"=""20.42"""
41.04276140;29.67590948;"=""22.02"""
41.04276140;29.67626686;"=""23.04"""
41.04276140;29.67662425;"=""23.38"""
41.04276140;29.67698163;"=""23.07"""
41.04276140;29.67733902;"=""22.18"""
41.04276140;29.67769641;"=""20.89"""
41.04276140;29.67805379;"=""19.41"""
41.04276140;29.67841118;"=""17.97"""
41.04276140;29.67876856;"=""16.78"""
41.04276140;29.67912595;"=""15.99"""
41.04276140;29.67948333;"=""15.61"""
41.04249191;29.65410896;"=""-19.88"""
41.04249191;29.65446634;"=""-19.66"""
41.04249191;29.65482373;"=""-19.25"""
41.04249191;29.65518111;"=""-18.70"""
41.04249191;29.65553850;"=""-18.05"""
41.04249191;29.65589588;"=""-17.34"""
41.04249191;29.65625327;"=""-16.53"""
41.04249191;29.65661066;"=""-15.58"""
41.04249191;29.65696804;"=""-14.47"""
41.04249191;29.65732543;"=""-13.19"""
41.04249191;29.65768281;"=""-11.74"""
41.04249191;29.65804020;"=""-10.18"""
41.04249191;29.65839758;"=""-8.57"""
41.04249191;29.65875497;"=""-7.03"""
41.04249191;29.65911235;"=""-5.64"""
41.04249191;29.65946974;"=""-4.41"""
41.04249191;29.65982713;"=""-3.33"""
41.04249191;29.66018451;"=""-2.34"""
41.04249191;29.66054190;"=""-1.36"""
41.04249191;29.66089928;"=""-0.31"""
41.04249191;29.66125667;"=""0.90"""
41.04249191;29.66161405;"=""2.27"""
41.04249191;29.66197144;"=""3.75"""
41.04249191;29.66232882;"=""5.23"""
41.04249191;29.66268621;"=""6.66"""
41.04249191;29.66304360;"=""8.00"""
41.04249191;29.66340098;"=""9.25"""
41.04249191;29.66375837;"=""10.42"""
41.04249191;29.66411575;"=""11.53"""
41.04249191;29.66447314;"=""12.58"""
41.04249191;29.66483052;"=""13.58"""
41.04249191;29.66518791;"=""14.55"""
41.04249191;29.66554530;"=""15.54"""
41.04249191;29.66590268;"=""16.58"""
41.04249191;29.66626007;"=""17.61"""
41.04249191;29.66661745;"=""18.51"""
41.04249191;29.66697484;"=""19.08"""
41.04249191;29.66733222;"=""19.06"""
41.04249191;29.66768961;"=""18.17"""
41.04249191;29.66804699;"=""16.34"""
41.04249191;29.66840438;"=""13.77"""
41.04249191;29.66876177;"=""10.93"""
41.04249191;29.66911915;"=""8.38"""
41.04249191;29.66947654;"=""6.57"""
41.04249191;29.66983392;"=""5.68"""
41.04249191;29.67019131;"=""5.57"""
41.04249191;29.67054869;"=""5.93"""
41.04249191;29.67090608;"=""6.39"""
41.04249191;29.67126346;"=""6.70"""
41.04249191;29.67162085;"=""6.74"""
41.04249191;29.67197824;"=""6.59"""
41.04249191;29.67233562;"=""6.47"""
41.04249191;29.67269301;"=""6.70"""
41.04249191;29.67305039;"=""7.54"""
41.04249191;29.67340778;"=""9.10"""
41.04249191;29.67376516;"=""11.33"""
41.04249191;29.67412255;"=""14.03"""
41.04249191;29.67447993;"=""16.95"""
41.04249191;29.67483732;"=""19.86"""
41.04249191;29.67519471;"=""22.60"""
41.04249191;29.67555209;"=""25.07"""
41.04249191;29.67590948;"=""27.13"""
41.04249191;29.67626686;"=""28.58"""
41.04249191;29.67662425;"=""29.24"""
41.04249191;29.67698163;"=""29.02"""
41.04249191;29.67733902;"=""28.00"""
41.04249191;29.67769641;"=""26.39"""
41.04249191;29.67805379;"=""24.50"""
41.04249191;29.67841118;"=""22.66"""
41.04249191;29.67876856;"=""21.15"""
41.04249191;29.67912595;"=""20.12"""
41.04249191;29.67948333;"=""19.61"""
41.04222241;29.65410896;"=""-20.03"""
41.04222241;29.65446634;"=""-19.80"""
41.04222241;29.65482373;"=""-19.38"""
41.04222241;29.65518111;"=""-18.84"""
41.04222241;29.65553850;"=""-18.21"""
41.04222241;29.65589588;"=""-17.51"""
41.04222241;29.65625327;"=""-16.70"""
41.04222241;29.65661066;"=""-15.74"""
41.04222241;29.65696804;"=""-14.60"""
41.04222241;29.65732543;"=""-13.28"""
41.04222241;29.65768281;"=""-11.82"""
41.04222241;29.65804020;"=""-10.25"""
41.04222241;29.65839758;"=""-8.64"""
41.04222241;29.65875497;"=""-7.07"""
41.04222241;29.65911235;"=""-5.62"""
41.04222241;29.65946974;"=""-4.31"""
41.04222241;29.65982713;"=""-3.13"""
41.04222241;29.66018451;"=""-2.04"""
41.04222241;29.66054190;"=""-0.97"""
41.04222241;29.66089928;"=""0.16"""
41.04222241;29.66125667;"=""1.44"""
41.04222241;29.66161405;"=""2.87"""
41.04222241;29.66197144;"=""4.43"""
41.04222241;29.66232882;"=""6.05"""
41.04222241;29.66268621;"=""7.68"""
41.04222241;29.66304360;"=""9.26"""
41.04222241;29.66340098;"=""10.78"""
41.04222241;29.66375837;"=""12.24"""
41.04222241;29.66411575;"=""13.64"""
41.04222241;29.66447314;"=""15.01"""
41.04222241;29.66483052;"=""16.37"""
41.04222241;29.66518791;"=""17.75"""
41.04222241;29.66554530;"=""19.14"""
41.04222241;29.66590268;"=""20.49"""
41.04222241;29.66626007;"=""21.71"""
41.04222241;29.66661745;"=""22.65"""
41.04222241;29.66697484;"=""23.11"""
41.04222241;29.66733222;"=""22.84"""
41.04222241;29.66768961;"=""21.62"""
41.04222241;29.66804699;"=""19.43"""
41.04222241;29.66840438;"=""16.51"""
41.04222241;29.66876177;"=""13.40"""
41.04222241;29.66911915;"=""10.68"""
41.04222241;29.66947654;"=""8.82"""
41.04222241;29.66983392;"=""7.94"""
41.04222241;29.67019131;"=""7.88"""
41.04222241;29.67054869;"=""8.31"""
41.04222241;29.67090608;"=""8.89"""
41.04222241;29.67126346;"=""9.38"""
41.04222241;29.67162085;"=""9.68"""
41.04222241;29.67197824;"=""9.80"""
41.04222241;29.67233562;"=""9.94"""
41.04222241;29.67269301;"=""10.35"""
41.04222241;29.67305039;"=""11.33"""
41.04222241;29.67340778;"=""13.00"""
41.04222241;29.67376516;"=""15.33"""
41.04222241;29.67412255;"=""18.12"""
41.04222241;29.67447993;"=""21.14"""
41.04222241;29.67483732;"=""24.18"""
41.04222241;29.67519471;"=""27.14"""
41.04222241;29.67555209;"=""29.91"""
41.04222241;29.67590948;"=""32.32"""
41.04222241;29.67626686;"=""34.12"""
41.04222241;29.67662425;"=""35.03"""
41.04222241;29.67698163;"=""34.90"""
41.04222241;29.67733902;"=""33.77"""
41.04222241;29.67769641;"=""31.91"""
41.04222241;29.67805379;"=""29.71"""
41.04222241;29.67841118;"=""27.60"""
41.04222241;29.67876856;"=""25.89"""
41.04222241;29.67912595;"=""24.74"""
41.04222241;29.67948333;"=""24.17"""
41.04195292;29.65410896;"=""-19.81"""
41.04195292;29.65446634;"=""-19.58"""
41.04195292;29.65482373;"=""-19.17"""
41.04195292;29.65518111;"=""-18.65"""
41.04195292;29.65553850;"=""-18.08"""
41.04195292;29.65589588;"=""-17.42"""
41.04195292;29.65625327;"=""-16.64"""
41.04195292;29.65661066;"=""-15.69"""
41.04195292;29.65696804;"=""-14.55"""
41.04195292;29.65732543;"=""-13.24"""
41.04195292;29.65768281;"=""-11.80"""
41.04195292;29.65804020;"=""-10.28"""
41.04195292;29.65839758;"=""-8.72"""
41.04195292;29.65875497;"=""-7.20"""
41.04195292;29.65911235;"=""-5.78"""
41.04195292;29.65946974;"=""-4.46"""
41.04195292;29.65982713;"=""-3.25"""
41.04195292;29.66018451;"=""-2.09"""
41.04195292;29.66054190;"=""-0.91"""
41.04195292;29.66089928;"=""0.36"""
41.04195292;29.66125667;"=""1.78"""
41.04195292;29.66161405;"=""3.37"""
41.04195292;29.66197144;"=""5.08"""
41.04195292;29.66232882;"=""6.89"""
41.04195292;29.66268621;"=""8.73"""
41.04195292;29.66304360;"=""10.57"""
41.04195292;29.66340098;"=""12.35"""
41.04195292;29.66375837;"=""14.06"""
41.04195292;29.66411575;"=""15.70"""
41.04195292;29.66447314;"=""17.34"""
41.04195292;29.66483052;"=""19.03"""
41.04195292;29.66518791;"=""20.77"""
41.04195292;29.66554530;"=""22.54"""
41.04195292;29.66590268;"=""24.19"""
41.04195292;29.66626007;"=""25.55"""
41.04195292;29.66661745;"=""26.43"""
41.04195292;29.66697484;"=""26.64"""
41.04195292;29.66733222;"=""25.98"""
41.04195292;29.66768961;"=""24.33"""
41.04195292;29.66804699;"=""21.75"""
41.04195292;29.66840438;"=""18.58"""
41.04195292;29.66876177;"=""15.38"""
41.04195292;29.66911915;"=""12.75"""
41.04195292;29.66947654;"=""11.06"""
41.04195292;29.66983392;"=""10.37"""
41.04195292;29.67019131;"=""10.46"""
41.04195292;29.67054869;"=""11.01"""
41.04195292;29.67090608;"=""11.71"""
41.04195292;29.67126346;"=""12.38"""
41.04195292;29.67162085;"=""12.93"""
41.04195292;29.67197824;"=""13.34"""
41.04195292;29.67233562;"=""13.74"""
41.04195292;29.67269301;"=""14.36"""
41.04195292;29.67305039;"=""15.49"""
41.04195292;29.67340778;"=""17.28"""
41.04195292;29.67376516;"=""19.70"""
41.04195292;29.67412255;"=""22.59"""
41.04195292;29.67447993;"=""25.69"""
41.04195292;29.67483732;"=""28.85"""
41.04195292;29.67519471;"=""31.96"""
41.04195292;29.67555209;"=""34.90"""
41.04195292;29.67590948;"=""37.50"""
41.04195292;29.67626686;"=""39.47"""
41.04195292;29.67662425;"=""40.50"""
41.04195292;29.67698163;"=""40.37"""
41.04195292;29.67733902;"=""39.14"""
41.04195292;29.67769641;"=""37.10"""
41.04195292;29.67805379;"=""34.71"""
41.04195292;29.67841118;"=""32.46"""
41.04195292;29.67876856;"=""30.67"""
41.04195292;29.67912595;"=""29.49"""
41.04195292;29.67948333;"=""28.92"""
41.04168343;29.65410896;"=""-19.15"""
41.04168343;29.65446634;"=""-18.92"""
41.04168343;29.65482373;"=""-18.52"""
41.04168343;29.65518111;"=""-18.04"""
41.04168343;29.65553850;"=""-17.51"""
41.04168343;29.65589588;"=""-16.93"""
41.04168343;29.65625327;"=""-16.22"""
41.04168343;29.65661066;"=""-15.33"""
41.04168343;29.65696804;"=""-14.24"""
41.04168343;29.65732543;"=""-12.98"""
41.04168343;29.65768281;"=""-11.61"""
41.04168343;29.65804020;"=""-10.16"""
41.04168343;29.65839758;"=""-8.71"""
41.04168343;29.65875497;"=""-7.31"""
41.04168343;29.65911235;"=""-5.99"""
41.04168343;29.65946974;"=""-4.76"""
41.04168343;29.65982713;"=""-3.59"""
41.04168343;29.66018451;"=""-2.40"""
41.04168343;29.66054190;"=""-1.12"""
41.04168343;29.66089928;"=""0.32"""
41.04168343;29.66125667;"=""1.93"""
41.04168343;29.66161405;"=""3.69"""
41.04168343;29.66197144;"=""5.58"""
41.04168343;29.66232882;"=""7.56"""
41.04168343;29.66268621;"=""9.61"""
41.04168343;29.66304360;"=""11.67"""
41.04168343;29.66340098;"=""13.68"""
41.04168343;29.66375837;"=""15.61"""
41.04168343;29.66411575;"=""17.48"""
41.04168343;29.66447314;"=""19.37"""
41.04168343;29.66483052;"=""21.35"""
41.04168343;29.66518791;"=""23.43"""
41.04168343;29.66554530;"=""25.53"""
41.04168343;29.66590268;"=""27.44"""
41.04168343;29.66626007;"=""28.91"""
41.04168343;29.66661745;"=""29.67"""
41.04168343;29.66697484;"=""29.54"""
41.04168343;29.66733222;"=""28.41"""
41.04168343;29.66768961;"=""26.30"""
41.04168343;29.66804699;"=""23.39"""
41.04168343;29.66840438;"=""20.10"""
41.04168343;29.66876177;"=""17.03"""
41.04168343;29.66911915;"=""14.71"""
41.04168343;29.66947654;"=""13.41"""
41.04168343;29.66983392;"=""13.09"""
41.04168343;29.67019131;"=""13.45"""
41.04168343;29.67054869;"=""14.18"""
41.04168343;29.67090608;"=""15.02"""
41.04168343;29.67126346;"=""15.86"""
41.04168343;29.67162085;"=""16.62"""
41.04168343;29.67197824;"=""17.29"""
41.04168343;29.67233562;"=""17.94"""
41.04168343;29.67269301;"=""18.75"""
41.04168343;29.67305039;"=""19.99"""
41.04168343;29.67340778;"=""21.84"""
41.04168343;29.67376516;"=""24.32"""
41.04168343;29.67412255;"=""27.26"""
41.04168343;29.67447993;"=""30.44"""
41.04168343;29.67483732;"=""33.67"""
41.04168343;29.67519471;"=""36.83"""
41.04168343;29.67555209;"=""39.79"""
41.04168343;29.67590948;"=""42.37"""
41.04168343;29.67626686;"=""44.29"""
41.04168343;29.67662425;"=""45.24"""
41.04168343;29.67698163;"=""45.03"""
41.04168343;29.67733902;"=""43.67"""
41.04168343;29.67769641;"=""41.50"""
41.04168343;29.67805379;"=""39.01"""
41.04168343;29.67841118;"=""36.71"""
41.04168343;29.67876856;"=""34.94"""
41.04168343;29.67912595;"=""33.81"""
41.04168343;29.67948333;"=""33.27"""
41.04141393;29.65410896;"=""-18.07"""
41.04141393;29.65446634;"=""-17.82"""
41.04141393;29.65482373;"=""-17.42"""
41.04141393;29.65518111;"=""-16.96"""
41.04141393;29.65553850;"=""-16.49"""
41.04141393;29.65589588;"=""-15.99"""
41.04141393;29.65625327;"=""-15.39"""
41.04141393;29.65661066;"=""-14.61"""
41.04141393;29.65696804;"=""-13.62"""
41.04141393;29.65732543;"=""-12.45"""
41.04141393;29.65768281;"=""-11.16"""
41.04141393;29.65804020;"=""-9.83"""
41.04141393;29.65839758;"=""-8.53"""
41.04141393;29.65875497;"=""-7.29"""
41.04141393;29.65911235;"=""-6.15"""
41.04141393;29.65946974;"=""-5.07"""
41.04141393;29.65982713;"=""-4.00"""
41.04141393;29.66018451;"=""-2.83"""
41.04141393;29.66054190;"=""-1.47"""
41.04141393;29.66089928;"=""0.11"""
41.04141393;29.66125667;"=""1.87"""
41.04141393;29.66161405;"=""3.76"""
41.04141393;29.66197144;"=""5.75"""
41.04141393;29.66232882;"=""7.85"""
41.04141393;29.66268621;"=""10.03"""
41.04141393;29.66304360;"=""12.27"""
41.04141393;29.66340098;"=""14.48"""
41.04141393;29.66375837;"=""16.62"""
41.04141393;29.66411575;"=""18.72"""
41.04141393;29.66447314;"=""20.85"""
41.04141393;29.66483052;"=""23.10"""
41.04141393;29.66518791;"=""25.49"""
41.04141393;29.66554530;"=""27.89"""
41.04141393;29.66590268;"=""30.04"""
41.04141393;29.66626007;"=""31.59"""
41.04141393;29.66661745;"=""32.23"""
41.04141393;29.66697484;"=""31.77"""
41.04141393;29.66733222;"=""30.22"""
41.04141393;29.66768961;"=""27.72"""
41.04141393;29.66804699;"=""24.61"""
41.04141393;29.66840438;"=""21.38"""
41.04141393;29.66876177;"=""18.62"""
41.04141393;29.66911915;"=""16.78"""
41.04141393;29.66947654;"=""16.01"""
41.04141393;29.66983392;"=""16.15"""
41.04141393;29.67019131;"=""16.87"""
41.04141393;29.67054869;"=""17.83"""
41.04141393;29.67090608;"=""18.86"""
41.04141393;29.67126346;"=""19.88"""
41.04141393;29.67162085;"=""20.83"""
41.04141393;29.67197824;"=""21.72"""
41.04141393;29.67233562;"=""22.56"""
41.04141393;29.67269301;"=""23.51"""
41.04141393;29.67305039;"=""24.79"""
41.04141393;29.67340778;"=""26.61"""
41.04141393;29.67376516;"=""29.03"""
41.04141393;29.67412255;"=""31.93"""
41.04141393;29.67447993;"=""35.09"""
41.04141393;29.67483732;"=""38.30"""
41.04141393;29.67519471;"=""41.37"""
41.04141393;29.67555209;"=""44.17"""
41.04141393;29.67590948;"=""46.50"""
41.04141393;29.67626686;"=""48.13"""
41.04141393;29.67662425;"=""48.81"""
41.04141393;29.67698163;"=""48.37"""
41.04141393;29.67733902;"=""46.85"""
41.04141393;29.67769641;"=""44.58"""
41.04141393;29.67805379;"=""42.04"""
41.04141393;29.67841118;"=""39.75"""
41.04141393;29.67876856;"=""38.03"""
41.04141393;29.67912595;"=""36.95"""
41.04141393;29.67948333;"=""36.45"""
41.04114444;29.65410896;"=""-16.65"""
41.04114444;29.65446634;"=""-16.40"""
41.04114444;29.65482373;"=""-15.97"""
41.04114444;29.65518111;"=""-15.51"""
41.04114444;29.65553850;"=""-15.08"""
41.04114444;29.65589588;"=""-14.68"""
41.04114444;29.65625327;"=""-14.21"""
41.04114444;29.65661066;"=""-13.57"""
41.04114444;29.65696804;"=""-12.70"""
41.04114444;29.65732543;"=""-11.63"""
41.04114444;29.65768281;"=""-10.45"""
41.04114444;29.65804020;"=""-9.25"""
41.04114444;29.65839758;"=""-8.11"""
41.04114444;29.65875497;"=""-7.07"""
41.04114444;29.65911235;"=""-6.13"""
41.04114444;29.65946974;"=""-5.24"""
41.04114444;29.65982713;"=""-4.30"""
41.04114444;29.66018451;"=""-3.19"""
41.04114444;29.66054190;"=""-1.81"""
41.04114444;29.66089928;"=""-0.19"""
41.04114444;29.66125667;"=""1.61"""
41.04114444;29.66161405;"=""3.51"""
41.04114444;29.66197144;"=""5.50"""
41.04114444;29.66232882;"=""7.61"""
41.04114444;29.66268621;"=""9.86"""
41.04114444;29.66304360;"=""12.21"""
41.04114444;29.66340098;"=""14.60"""
41.04114444;29.66375837;"=""16.94"""
41.04114444;29.66411575;"=""19.25"""
41.04114444;29.66447314;"=""21.60"""
41.04114444;29.66483052;"=""24.09"""
41.04114444;29.66518791;"=""26.75"""
41.04114444;29.66554530;"=""29.42"""
41.04114444;29.66590268;"=""31.79"""
41.04114444;29.66626007;"=""33.43"""
41.04114444;29.66661745;"=""34.00"""
41.04114444;29.66697484;"=""33.33"""
41.04114444;29.66733222;"=""31.49"""
41.04114444;29.66768961;"=""28.78"""
41.04114444;29.66804699;"=""25.66"""
41.04114444;29.66840438;"=""22.67"""
41.04114444;29.66876177;"=""20.37"""
41.04114444;29.66911915;"=""19.11"""
41.04114444;29.66947654;"=""18.90"""
41.04114444;29.66983392;"=""19.53"""
41.04114444;29.67019131;"=""20.62"""
41.04114444;29.67054869;"=""21.88"""
41.04114444;29.67090608;"=""23.15"""
41.04114444;29.67126346;"=""24.36"""
41.04114444;29.67162085;"=""25.50"""
41.04114444;29.67197824;"=""26.55"""
41.04114444;29.67233562;"=""27.52"""
41.04114444;29.67269301;"=""28.53"""
41.04114444;29.67305039;"=""29.77"""
41.04114444;29.67340778;"=""31.44"""
41.04114444;29.67376516;"=""33.65"""
41.04114444;29.67412255;"=""36.35"""
41.04114444;29.67447993;"=""39.33"""
41.04114444;29.67483732;"=""42.34"""
41.04114444;29.67519471;"=""45.14"""
41.04114444;29.67555209;"=""47.56"""
41.04114444;29.67590948;"=""49.40"""
41.04114444;29.67626686;"=""50.52"""
41.04114444;29.67662425;"=""50.73"""
41.04114444;29.67698163;"=""49.94"""
41.04114444;29.67733902;"=""48.21"""
41.04114444;29.67769641;"=""45.83"""
41.04114444;29.67805379;"=""43.28"""
41.04114444;29.67841118;"=""41.02"""
41.04114444;29.67876856;"=""39.34"""
41.04114444;29.67912595;"=""38.29"""
41.04114444;29.67948333;"=""37.81"""
41.04087495;29.65410896;"=""-15.09"""
41.04087495;29.65446634;"=""-14.80"""
41.04087495;29.65482373;"=""-14.34"""
41.04087495;29.65518111;"=""-13.86"""
41.04087495;29.65553850;"=""-13.46"""
41.04087495;29.65589588;"=""-13.13"""
41.04087495;29.65625327;"=""-12.78"""
41.04087495;29.65661066;"=""-12.27"""
41.04087495;29.65696804;"=""-11.54"""
41.04087495;29.65732543;"=""-10.57"""
41.04087495;29.65768281;"=""-9.49"""
41.04087495;29.65804020;"=""-8.41"""
41.04087495;29.65839758;"=""-7.43"""
41.04087495;29.65875497;"=""-6.58"""
41.04087495;29.65911235;"=""-5.84"""
41.04087495;29.65946974;"=""-5.14"""
41.04087495;29.65982713;"=""-4.35"""
41.04087495;29.66018451;"=""-3.33"""
41.04087495;29.66054190;"=""-2.02"""
41.04087495;29.66089928;"=""-0.46"""
41.04087495;29.66125667;"=""1.24"""
41.04087495;29.66161405;"=""3.01"""
41.04087495;29.66197144;"=""4.86"""
41.04087495;29.66232882;"=""6.88"""
41.04087495;29.66268621;"=""9.12"""
41.04087495;29.66304360;"=""11.56"""
41.04087495;29.66340098;"=""14.07"""
41.04087495;29.66375837;"=""16.56"""
41.04087495;29.66411575;"=""19.03"""
41.04087495;29.66447314;"=""21.56"""
41.04087495;29.66483052;"=""24.25"""
41.04087495;29.66518791;"=""27.13"""
41.04087495;29.66554530;"=""30.03"""
41.04087495;29.66590268;"=""32.59"""
41.04087495;29.66626007;"=""34.34"""
41.04087495;29.66661745;"=""34.92"""
41.04087495;29.66697484;"=""34.17"""
41.04087495;29.66733222;"=""32.26"""
41.04087495;29.66768961;"=""29.57"""
41.04087495;29.66804699;"=""26.65"""
41.04087495;29.66840438;"=""24.08"""
41.04087495;29.66876177;"=""22.35"""
41.04087495;29.66911915;"=""21.69"""
41.04087495;29.66947654;"=""22.03"""
41.04087495;29.66983392;"=""23.10"""
41.04087495;29.67019131;"=""24.56"""
41.04087495;29.67054869;"=""26.14"""
41.04087495;29.67090608;"=""27.68"""
41.04087495;29.67126346;"=""29.11"""
41.04087495;29.67162085;"=""30.41"""
41.04087495;29.67197824;"=""31.56"""
41.04087495;29.67233562;"=""32.58"""
41.04087495;29.67269301;"=""33.55"""
41.04087495;29.67305039;"=""34.64"""
41.04087495;29.67340778;"=""36.03"""
41.04087495;29.67376516;"=""37.88"""
41.04087495;29.67412255;"=""40.18"""
41.04087495;29.67447993;"=""42.77"""
41.04087495;29.67483732;"=""45.36"""
41.04087495;29.67519471;"=""47.67"""
41.04087495;29.67555209;"=""49.48"""
41.04087495;29.67590948;"=""50.64"""
41.04087495;29.67626686;"=""51.05"""
41.04087495;29.67662425;"=""50.66"""
41.04087495;29.67698163;"=""49.42"""
41.04087495;29.67733902;"=""47.44"""
41.04087495;29.67769641;"=""44.97"""
41.04087495;29.67805379;"=""42.43"""
41.04087495;29.67841118;"=""40.21"""
41.04087495;29.67876856;"=""38.56"""
41.04087495;29.67912595;"=""37.52"""
41.04087495;29.67948333;"=""37.04"""
41.04060545;29.65410896;"=""-13.54"""
41.04060545;29.65446634;"=""-13.22"""
41.04060545;29.65482373;"=""-12.71"""
41.04060545;29.65518111;"=""-12.18"""
41.04060545;29.65553850;"=""-11.76"""
41.04060545;29.65589588;"=""-11.46"""
41.04060545;29.65625327;"=""-11.20"""
41.04060545;29.65661066;"=""-10.82"""
41.04060545;29.65696804;"=""-10.21"""
41.04060545;29.65732543;"=""-9.34"""
41.04060545;29.65768281;"=""-8.33"""
41.04060545;29.65804020;"=""-7.34"""
41.04060545;29.65839758;"=""-6.47"""
41.04060545;29.65875497;"=""-5.78"""
41.04060545;29.65911235;"=""-5.23"""
41.04060545;29.65946974;"=""-4.70"""
41.04060545;29.65982713;"=""-4.05"""
41.04060545;29.66018451;"=""-3.16"""
41.04060545;29.66054190;"=""-1.99"""
41.04060545;29.66089928;"=""-0.60"""
41.04060545;29.66125667;"=""0.88"""
41.04060545;29.66161405;"=""2.40"""
41.04060545;29.66197144;"=""4.02"""
41.04060545;29.66232882;"=""5.89"""
41.04060545;29.66268621;"=""8.06"""
41.04060545;29.66304360;"=""10.50"""
41.04060545;29.66340098;"=""13.07"""
41.04060545;29.66375837;"=""15.65"""
41.04060545;29.66411575;"=""18.21"""
41.04060545;29.66447314;"=""20.84"""
41.04060545;29.66483052;"=""23.67"""
41.04060545;29.66518791;"=""26.71"""
41.04060545;29.66554530;"=""29.77"""
41.04060545;29.66590268;"=""32.47"""
41.04060545;29.66626007;"=""34.34"""
41.04060545;29.66661745;"=""35.00"""
41.04060545;29.66697484;"=""34.34"""
41.04060545;29.66733222;"=""32.56"""
41.04060545;29.66768961;"=""30.13"""
41.04060545;29.66804699;"=""27.62"""
41.04060545;29.66840438;"=""25.61"""
41.04060545;29.66876177;"=""24.51"""
41.04060545;29.66911915;"=""24.44"""
41.04060545;29.66947654;"=""25.28"""
41.04060545;29.66983392;"=""26.75"""
41.04060545;29.67019131;"=""28.54"""
41.04060545;29.67054869;"=""30.42"""
41.04060545;29.67090608;"=""32.22"""
41.04060545;29.67126346;"=""33.84"""
41.04060545;29.67162085;"=""35.23"""
41.04060545;29.67197824;"=""36.38"""
41.04060545;29.67233562;"=""37.33"""
41.04060545;29.67269301;"=""38.14"""
41.04060545;29.67305039;"=""38.95"""
41.04060545;29.67340778;"=""39.94"""
41.04060545;29.67376516;"=""41.27"""
41.04060545;29.67412255;"=""43.00"""
41.04060545;29.67447993;"=""44.98"""
41.04060545;29.67483732;"=""46.94"""
41.04060545;29.67519471;"=""48.55"""
41.04060545;29.67555209;"=""49.58"""
41.04060545;29.67590948;"=""49.92"""
41.04060545;29.67626686;"=""49.56"""
41.04060545;29.67662425;"=""48.51"""
41.04060545;29.67698163;"=""46.83"""
