Enlem;Boylam;Z_Anomali(m)
41.05515809;29.65446634;"=""23.58"""
41.05515809;29.65482373;"=""23.50"""
41.05515809;29.65518111;"=""23.55"""
41.05515809;29.65553850;"=""23.67"""
41.05515809;29.65589588;"=""23.64"""
41.05515809;29.65625327;"=""23.22"""
41.05515809;29.65661066;"=""22.32"""
41.05515809;29.65696804;"=""20.93"""
41.05515809;29.65732543;"=""19.09"""
41.05515809;29.65768281;"=""16.83"""
41.05515809;29.65804020;"=""14.18"""
41.05515809;29.65839758;"=""11.20"""
41.05515809;29.65875497;"=""8.12"""
41.05515809;29.65911235;"=""5.21"""
41.05515809;29.65946974;"=""2.82"""
41.05515809;29.65982713;"=""1.20"""
41.05515809;29.66018451;"=""0.47"""
41.05515809;29.66054190;"=""0.55"""
41.05515809;29.66089928;"=""1.17"""
41.05515809;29.66125667;"=""1.97"""
41.05515809;29.66161405;"=""2.60"""
41.05515809;29.66197144;"=""2.78"""
41.05515809;29.66232882;"=""2.35"""
41.05515809;29.66268621;"=""1.32"""
41.05515809;29.66304360;"=""-0.09"""
41.05515809;29.66340098;"=""-1.44"""
41.05515809;29.66375837;"=""-2.20"""
41.05515809;29.66411575;"=""-1.96"""
41.05515809;29.66447314;"=""-0.58"""
41.05515809;29.66483052;"=""1.72"""
41.05515809;29.66518791;"=""4.53"""
41.05515809;29.66554530;"=""7.35"""
41.05515809;29.66590268;"=""9.79"""
41.05515809;29.66626007;"=""11.64"""
41.05515809;29.66661745;"=""12.87"""
41.05515809;29.66697484;"=""13.54"""
41.05515809;29.66733222;"=""13.72"""
41.05515809;29.66768961;"=""13.45"""
41.05515809;29.66804699;"=""12.72"""
41.05515809;29.66840438;"=""11.44"""
41.05515809;29.66876177;"=""9.59"""
41.05515809;29.66911915;"=""7.17"""
41.05515809;29.66947654;"=""4.31"""
41.05515809;29.66983392;"=""1.15"""
41.05515809;29.67019131;"=""-2.16"""
41.05515809;29.67054869;"=""-5.48"""
41.05515809;29.67090608;"=""-8.74"""
41.05515809;29.67126346;"=""-11.88"""
41.05515809;29.67162085;"=""-14.83"""
41.05515809;29.67197824;"=""-17.55"""
41.05515809;29.67233562;"=""-19.97"""
41.05515809;29.67269301;"=""-22.07"""
41.05515809;29.67305039;"=""-23.81"""
41.05515809;29.67340778;"=""-25.19"""
41.05515809;29.67376516;"=""-26.24"""
41.05515809;29.67412255;"=""-26.99"""
41.05515809;29.67447993;"=""-27.43"""
41.05515809;29.67483732;"=""-27.53"""
41.05515809;29.67519471;"=""-27.32"""
41.05515809;29.67555209;"=""-26.92"""
41.05515809;29.67590948;"=""-26.52"""
41.05515809;29.67626686;"=""-26.31"""
41.05515809;29.67662425;"=""-26.39"""
41.05515809;29.67698163;"=""-26.75"""
41.05515809;29.67733902;"=""-27.29"""
41.05515809;29.67769641;"=""-27.93"""
41.05515809;29.67805379;"=""-28.66"""
41.05515809;29.67841118;"=""-29.45"""
41.05515809;29.67876856;"=""-30.24"""
41.05515809;29.67912595;"=""-30.90"""
41.05515809;29.67948333;"=""-31.29"""
41.05488860;29.65410896;"=""26.91"""
41.05488860;29.65446634;"=""26.96"""
41.05488860;29.65482373;"=""27.09"""
41.05488860;29.65518111;"=""27.24"""
41.05488860;29.65553850;"=""27.23"""
41.05488860;29.65589588;"=""26.81"""
41.05488860;29.65625327;"=""25.84"""
41.05488860;29.65661066;"=""24.31"""
41.05488860;29.65696804;"=""22.36"""
41.05488860;29.65732543;"=""20.12"""
41.05488860;29.65768281;"=""17.63"""
41.05488860;29.65804020;"=""14.90"""
41.05488860;29.65839758;"=""11.94"""
41.05488860;29.65875497;"=""8.83"""
41.05488860;29.65911235;"=""5.77"""
41.05488860;29.65946974;"=""3.03"""
41.05488860;29.65982713;"=""0.89"""
41.05488860;29.66018451;"=""-0.44"""
41.05488860;29.66054190;"=""-0.97"""
41.05488860;29.66089928;"=""-0.88"""
41.05488860;29.66125667;"=""-0.51"""
41.05488860;29.66161405;"=""-0.19"""
41.05488860;29.66197144;"=""-0.18"""
41.05488860;29.66232882;"=""-0.63"""
41.05488860;29.66268621;"=""-1.54"""
41.05488860;29.66304360;"=""-2.72"""
41.05488860;29.66340098;"=""-3.83"""
41.05488860;29.66375837;"=""-4.44"""
41.05488860;29.66411575;"=""-4.23"""
41.05488860;29.66447314;"=""-3.10"""
41.05488860;29.66483052;"=""-1.20"""
41.05488860;29.66518791;"=""1.13"""
41.05488860;29.66554530;"=""3.50"""
41.05488860;29.66590268;"=""5.57"""
41.05488860;29.66626007;"=""7.16"""
41.05488860;29.66661745;"=""8.24"""
41.05488860;29.66697484;"=""8.88"""
41.05488860;29.66733222;"=""9.18"""
41.05488860;29.66768961;"=""9.15"""
41.05488860;29.66804699;"=""8.72"""
41.05488860;29.66840438;"=""7.77"""
41.05488860;29.66876177;"=""6.22"""
41.05488860;29.66911915;"=""4.09"""
41.05488860;29.66947654;"=""1.48"""
41.05488860;29.66983392;"=""-1.44"""
41.05488860;29.67019131;"=""-4.52"""
41.05488860;29.67054869;"=""-7.59"""
41.05488860;29.67090608;"=""-10.58"""
41.05488860;29.67126346;"=""-13.43"""
41.05488860;29.67162085;"=""-16.13"""
41.05488860;29.67197824;"=""-18.63"""
41.05488860;29.67233562;"=""-20.91"""
41.05488860;29.67269301;"=""-22.93"""
41.05488860;29.67305039;"=""-24.66"""
41.05488860;29.67340778;"=""-26.09"""
41.05488860;29.67376516;"=""-27.24"""
41.05488860;29.67412255;"=""-28.12"""
41.05488860;29.67447993;"=""-28.72"""
41.05488860;29.67483732;"=""-29.01"""
41.05488860;29.67519471;"=""-29.00"""
41.05488860;29.67555209;"=""-28.79"""
41.05488860;29.67590948;"=""-28.53"""
41.05488860;29.67626686;"=""-28.39"""
41.05488860;29.67662425;"=""-28.47"""
41.05488860;29.67698163;"=""-28.77"""
41.05488860;29.67733902;"=""-29.23"""
41.05488860;29.67769641;"=""-29.80"""
41.05488860;29.67805379;"=""-30.45"""
41.05488860;29.67841118;"=""-31.18"""
41.05488860;29.67876856;"=""-31.92"""
41.05488860;29.67912595;"=""-32.54"""
41.05488860;29.67948333;"=""-32.90"""
41.05461911;29.65410896;"=""30.50"""
41.05461911;29.65446634;"=""30.62"""
41.05461911;29.65482373;"=""30.79"""
41.05461911;29.65518111;"=""30.84"""
41.05461911;29.65553850;"=""30.49"""
41.05461911;29.65589588;"=""29.55"""
41.05461911;29.65625327;"=""27.94"""
41.05461911;29.65661066;"=""25.81"""
41.05461911;29.65696804;"=""23.36"""
41.05461911;29.65732543;"=""20.79"""
41.05461911;29.65768281;"=""18.19"""
41.05461911;29.65804020;"=""15.53"""
41.05461911;29.65839758;"=""12.73"""
41.05461911;29.65875497;"=""9.78"""
41.05461911;29.65911235;"=""6.74"""
41.05461911;29.65946974;"=""3.83"""
41.05461911;29.65982713;"=""1.34"""
41.05461911;29.66018451;"=""-0.47"""
41.05461911;29.66054190;"=""-1.48"""
41.05461911;29.66089928;"=""-1.82"""
41.05461911;29.66125667;"=""-1.78"""
41.05461911;29.66161405;"=""-1.70"""
41.05461911;29.66197144;"=""-1.83"""
41.05461911;29.66232882;"=""-2.31"""
41.05461911;29.66268621;"=""-3.15"""
41.05461911;29.66304360;"=""-4.19"""
41.05461911;29.66340098;"=""-5.17"""
41.05461911;29.66375837;"=""-5.79"""
41.05461911;29.66411575;"=""-5.82"""
41.05461911;29.66447314;"=""-5.16"""
41.05461911;29.66483052;"=""-3.90"""
41.05461911;29.66518791;"=""-2.26"""
41.05461911;29.66554530;"=""-0.55"""
41.05461911;29.66590268;"=""0.98"""
41.05461911;29.66626007;"=""2.16"""
41.05461911;29.66661745;"=""2.96"""
41.05461911;29.66697484;"=""3.48"""
41.05461911;29.66733222;"=""3.79"""
41.05461911;29.66768961;"=""3.88"""
41.05461911;29.66804699;"=""3.64"""
41.05461911;29.66840438;"=""2.91"""
41.05461911;29.66876177;"=""1.59"""
41.05461911;29.66911915;"=""-0.29"""
41.05461911;29.66947654;"=""-2.62"""
41.05461911;29.66983392;"=""-5.24"""
41.05461911;29.67019131;"=""-7.98"""
41.05461911;29.67054869;"=""-10.70"""
41.05461911;29.67090608;"=""-13.31"""
41.05461911;29.67126346;"=""-15.77"""
41.05461911;29.67162085;"=""-18.07"""
41.05461911;29.67197824;"=""-20.20"""
41.05461911;29.67233562;"=""-22.15"""
41.05461911;29.67269301;"=""-23.91"""
41.05461911;29.67305039;"=""-25.45"""
41.05461911;29.67340778;"=""-26.73"""
41.05461911;29.67376516;"=""-27.77"""
41.05461911;29.67412255;"=""-28.59"""
41.05461911;29.67447993;"=""-29.17"""
41.05461911;29.67483732;"=""-29.51"""
41.05461911;29.67519471;"=""-29.62"""
41.05461911;29.67555209;"=""-29.58"""
41.05461911;29.67590948;"=""-29.52"""
41.05461911;29.67626686;"=""-29.55"""
41.05461911;29.67662425;"=""-29.75"""
41.05461911;29.67698163;"=""-30.12"""
41.05461911;29.67733902;"=""-30.61"""
41.05461911;29.67769641;"=""-31.16"""
41.05461911;29.67805379;"=""-31.78"""
41.05461911;29.67841118;"=""-32.43"""
41.05461911;29.67876856;"=""-33.08"""
41.05461911;29.67912595;"=""-33.63"""
41.05461911;29.67948333;"=""-33.95"""
41.05434961;29.65410896;"=""33.75"""
41.05434961;29.65446634;"=""33.87"""
41.05434961;29.65482373;"=""33.95"""
41.05434961;29.65518111;"=""33.77"""
41.05434961;29.65553850;"=""33.04"""
41.05434961;29.65589588;"=""31.61"""
41.05434961;29.65625327;"=""29.51"""
41.05434961;29.65661066;"=""26.96"""
41.05434961;29.65696804;"=""24.21"""
41.05434961;29.65732543;"=""21.50"""
41.05434961;29.65768281;"=""18.90"""
41.05434961;29.65804020;"=""16.38"""
41.05434961;29.65839758;"=""13.79"""
41.05434961;29.65875497;"=""11.02"""
41.05434961;29.65911235;"=""8.07"""
41.05434961;29.65946974;"=""5.10"""
41.05434961;29.65982713;"=""2.42"""
41.05434961;29.66018451;"=""0.35"""
41.05434961;29.66054190;"=""-0.92"""
41.05434961;29.66089928;"=""-1.48"""
41.05434961;29.66125667;"=""-1.60"""
41.05434961;29.66161405;"=""-1.62"""
41.05434961;29.66197144;"=""-1.83"""
41.05434961;29.66232882;"=""-2.35"""
41.05434961;29.66268621;"=""-3.18"""
41.05434961;29.66304360;"=""-4.19"""
41.05434961;29.66340098;"=""-5.20"""
41.05434961;29.66375837;"=""-6.01"""
41.05434961;29.66411575;"=""-6.44"""
41.05434961;29.66447314;"=""-6.41"""
41.05434961;29.66483052;"=""-5.94"""
41.05434961;29.66518791;"=""-5.14"""
41.05434961;29.66554530;"=""-4.20"""
41.05434961;29.66590268;"=""-3.32"""
41.05434961;29.66626007;"=""-2.65"""
41.05434961;29.66661745;"=""-2.19"""
41.05434961;29.66697484;"=""-1.86"""
41.05434961;29.66733222;"=""-1.62"""
41.05434961;29.66768961;"=""-1.50"""
41.05434961;29.66804699;"=""-1.65"""
41.05434961;29.66840438;"=""-2.25"""
41.05434961;29.66876177;"=""-3.38"""
41.05434961;29.66911915;"=""-5.02"""
41.05434961;29.66947654;"=""-7.05"""
41.05434961;29.66983392;"=""-9.31"""
41.05434961;29.67019131;"=""-11.66"""
41.05434961;29.67054869;"=""-13.95"""
41.05434961;29.67090608;"=""-16.13"""
41.05434961;29.67126346;"=""-18.16"""
41.05434961;29.67162085;"=""-20.04"""
41.05434961;29.67197824;"=""-21.76"""
41.05434961;29.67233562;"=""-23.34"""
41.05434961;29.67269301;"=""-24.76"""
41.05434961;29.67305039;"=""-25.98"""
41.05434961;29.67340778;"=""-26.97"""
41.05434961;29.67376516;"=""-27.74"""
41.05434961;29.67412255;"=""-28.30"""
41.05434961;29.67447993;"=""-28.70"""
41.05434961;29.67483732;"=""-28.95"""
41.05434961;29.67519471;"=""-29.10"""
41.05434961;29.67555209;"=""-29.20"""
41.05434961;29.67590948;"=""-29.35"""
41.05434961;29.67626686;"=""-29.62"""
41.05434961;29.67662425;"=""-30.03"""
41.05434961;29.67698163;"=""-30.57"""
41.05434961;29.67733902;"=""-31.15"""
41.05434961;29.67769641;"=""-31.76"""
41.05434961;29.67805379;"=""-32.36"""
41.05434961;29.67841118;"=""-32.98"""
41.05434961;29.67876856;"=""-33.57"""
41.05434961;29.67912595;"=""-34.07"""
41.05434961;29.67948333;"=""-34.36"""
41.05408012;29.65410896;"=""36.04"""
41.05408012;29.65446634;"=""36.09"""
41.05408012;29.65482373;"=""36.02"""
41.05408012;29.65518111;"=""35.58"""
41.05408012;29.65553850;"=""34.54"""
41.05408012;29.65589588;"=""32.79"""
41.05408012;29.65625327;"=""30.45"""
41.05408012;29.65661066;"=""27.76"""
41.05408012;29.65696804;"=""24.97"""
41.05408012;29.65732543;"=""22.30"""
41.05408012;29.65768281;"=""19.80"""
41.05408012;29.65804020;"=""17.41"""
41.05408012;29.65839758;"=""14.98"""
41.05408012;29.65875497;"=""12.35"""
41.05408012;29.65911235;"=""9.49"""
41.05408012;29.65946974;"=""6.55"""
41.05408012;29.65982713;"=""3.87"""
41.05408012;29.66018451;"=""1.79"""
41.05408012;29.66054190;"=""0.52"""
41.05408012;29.66089928;"=""-0.01"""
41.05408012;29.66125667;"=""-0.08"""
41.05408012;29.66161405;"=""-0.07"""
41.05408012;29.66197144;"=""-0.27"""
41.05408012;29.66232882;"=""-0.82"""
41.05408012;29.66268621;"=""-1.68"""
41.05408012;29.66304360;"=""-2.75"""
41.05408012;29.66340098;"=""-3.90"""
41.05408012;29.66375837;"=""-5.01"""
41.05408012;29.66411575;"=""-5.95"""
41.05408012;29.66447314;"=""-6.63"""
41.05408012;29.66483052;"=""-7.00"""
41.05408012;29.66518791;"=""-7.07"""
41.05408012;29.66554530;"=""-6.97"""
41.05408012;29.66590268;"=""-6.80"""
41.05408012;29.66626007;"=""-6.67"""
41.05408012;29.66661745;"=""-6.58"""
41.05408012;29.66697484;"=""-6.47"""
41.05408012;29.66733222;"=""-6.34"""
41.05408012;29.66768961;"=""-6.26"""
41.05408012;29.66804699;"=""-6.40"""
41.05408012;29.66840438;"=""-6.91"""
41.05408012;29.66876177;"=""-7.87"""
41.05408012;29.66911915;"=""-9.25"""
41.05408012;29.66947654;"=""-10.93"""
41.05408012;29.66983392;"=""-12.77"""
41.05408012;29.67019131;"=""-14.65"""
41.05408012;29.67054869;"=""-16.47"""
41.05408012;29.67090608;"=""-18.19"""
41.05408012;29.67126346;"=""-19.81"""
41.05408012;29.67162085;"=""-21.32"""
41.05408012;29.67197824;"=""-22.71"""
41.05408012;29.67233562;"=""-23.99"""
41.05408012;29.67269301;"=""-25.10"""
41.05408012;29.67305039;"=""-26.00"""
41.05408012;29.67340778;"=""-26.63"""
41.05408012;29.67376516;"=""-27.01"""
41.05408012;29.67412255;"=""-27.20"""
41.05408012;29.67447993;"=""-27.30"""
41.05408012;29.67483732;"=""-27.38"""
41.05408012;29.67519471;"=""-27.50"""
41.05408012;29.67555209;"=""-27.73"""
41.05408012;29.67590948;"=""-28.09"""
41.05408012;29.67626686;"=""-28.62"""
41.05408012;29.67662425;"=""-29.28"""
41.05408012;29.67698163;"=""-30.01"""
41.05408012;29.67733902;"=""-30.74"""
41.05408012;29.67769641;"=""-31.43"""
41.05408012;29.67805379;"=""-32.09"""
41.05408012;29.67841118;"=""-32.76"""
41.05408012;29.67876856;"=""-33.40"""
41.05408012;29.67912595;"=""-33.94"""
41.05408012;29.67948333;"=""-34.25"""
41.05381063;29.65410896;"=""37.01"""
41.05381063;29.65446634;"=""36.96"""
41.05381063;29.65482373;"=""36.72"""
41.05381063;29.65518111;"=""36.06"""
41.05381063;29.65553850;"=""34.81"""
41.05381063;29.65589588;"=""32.96"""
41.05381063;29.65625327;"=""30.61"""
41.05381063;29.65661066;"=""28.02"""
41.05381063;29.65696804;"=""25.39"""
41.05381063;29.65732543;"=""22.89"""
41.05381063;29.65768281;"=""20.54"""
41.05381063;29.65804020;"=""18.27"""
41.05381063;29.65839758;"=""15.92"""
41.05381063;29.65875497;"=""13.38"""
41.05381063;29.65911235;"=""10.63"""
41.05381063;29.65946974;"=""7.84"""
41.05381063;29.65982713;"=""5.34"""
41.05381063;29.66018451;"=""3.48"""
41.05381063;29.66054190;"=""2.43"""
41.05381063;29.66089928;"=""2.12"""
41.05381063;29.66125667;"=""2.23"""
41.05381063;29.66161405;"=""2.36"""
41.05381063;29.66197144;"=""2.21"""
41.05381063;29.66232882;"=""1.67"""
41.05381063;29.66268621;"=""0.78"""
41.05381063;29.66304360;"=""-0.36"""
41.05381063;29.66340098;"=""-1.67"""
41.05381063;29.66375837;"=""-3.08"""
41.05381063;29.66411575;"=""-4.51"""
41.05381063;29.66447314;"=""-5.85"""
41.05381063;29.66483052;"=""-7.00"""
41.05381063;29.66518791;"=""-7.92"""
41.05381063;29.66554530;"=""-8.61"""
41.05381063;29.66590268;"=""-9.14"""
41.05381063;29.66626007;"=""-9.52"""
41.05381063;29.66661745;"=""-9.74"""
41.05381063;29.66697484;"=""-9.82"""
41.05381063;29.66733222;"=""-9.78"""
41.05381063;29.66768961;"=""-9.77"""
41.05381063;29.66804699;"=""-9.93"""
41.05381063;29.66840438;"=""-10.39"""
41.05381063;29.66876177;"=""-11.17"""
41.05381063;29.66911915;"=""-12.25"""
41.05381063;29.66947654;"=""-13.51"""
41.05381063;29.66983392;"=""-14.86"""
41.05381063;29.67019131;"=""-16.22"""
41.05381063;29.67054869;"=""-17.54"""
41.05381063;29.67090608;"=""-18.83"""
41.05381063;29.67126346;"=""-20.10"""
41.05381063;29.67162085;"=""-21.36"""
41.05381063;29.67197824;"=""-22.58"""
41.05381063;29.67233562;"=""-23.71"""
41.05381063;29.67269301;"=""-24.65"""
41.05381063;29.67305039;"=""-25.29"""
41.05381063;29.67340778;"=""-25.59"""
41.05381063;29.67376516;"=""-25.58"""
41.05381063;29.67412255;"=""-25.37"""
41.05381063;29.67447993;"=""-25.14"""
41.05381063;29.67483732;"=""-25.02"""
41.05381063;29.67519471;"=""-25.10"""
41.05381063;29.67555209;"=""-25.44"""
41.05381063;29.67590948;"=""-26.02"""
41.05381063;29.67626686;"=""-26.80"""
41.05381063;29.67662425;"=""-27.70"""
41.05381063;29.67698163;"=""-28.62"""
41.05381063;29.67733902;"=""-29.50"""
41.05381063;29.67769641;"=""-30.32"""
41.05381063;29.67805379;"=""-31.13"""
41.05381063;29.67841118;"=""-31.97"""
41.05381063;29.67876856;"=""-32.80"""
41.05381063;29.67912595;"=""-33.50"""
41.05381063;29.67948333;"=""-33.90"""
41.05354113;29.65410896;"=""36.76"""
41.05354113;29.65446634;"=""36.60"""
41.05354113;29.65482373;"=""36.18"""
41.05354113;29.65518111;"=""35.34"""
41.05354113;29.65553850;"=""34.00"""
41.05354113;29.65589588;"=""32.16"""
41.05354113;29.65625327;"=""29.96"""
41.05354113;29.65661066;"=""27.58"""
41.05354113;29.65696804;"=""25.20"""
41.05354113;29.65732543;"=""22.90"""
41.05354113;29.65768281;"=""20.69"""
41.05354113;29.65804020;"=""18.50"""
41.05354113;29.65839758;"=""16.21"""
41.05354113;29.65875497;"=""13.78"""
41.05354113;29.65911235;"=""11.21"""
41.05354113;29.65946974;"=""8.69"""
41.05354113;29.65982713;"=""6.53"""
41.05354113;29.66018451;"=""5.01"""
41.05354113;29.66054190;"=""4.29"""
41.05354113;29.66089928;"=""4.24"""
41.05354113;29.66125667;"=""4.53"""
41.05354113;29.66161405;"=""4.76"""
41.05354113;29.66197144;"=""4.66"""
41.05354113;29.66232882;"=""4.14"""
41.05354113;29.66268621;"=""3.26"""
41.05354113;29.66304360;"=""2.11"""
41.05354113;29.66340098;"=""0.73"""
41.05354113;29.66375837;"=""-0.87"""
41.05354113;29.66411575;"=""-2.64"""
41.05354113;29.66447314;"=""-4.46"""
41.05354113;29.66483052;"=""-6.22"""
41.05354113;29.66518791;"=""-7.81"""
41.05354113;29.66554530;"=""-9.17"""
41.05354113;29.66590268;"=""-10.24"""
41.05354113;29.66626007;"=""-10.99"""
41.05354113;29.66661745;"=""-11.40"""
41.05354113;29.66697484;"=""-11.53"""
41.05354113;29.66733222;"=""-11.52"""
41.05354113;29.66768961;"=""-11.54"""
41.05354113;29.66804699;"=""-11.72"""
41.05354113;29.66840438;"=""-12.13"""
41.05354113;29.66876177;"=""-12.72"""
41.05354113;29.66911915;"=""-13.46"""
41.05354113;29.66947654;"=""-14.27"""
41.05354113;29.66983392;"=""-15.12"""
41.05354113;29.67019131;"=""-15.98"""
41.05354113;29.67054869;"=""-16.85"""
41.05354113;29.67090608;"=""-17.77"""
41.05354113;29.67126346;"=""-18.81"""
41.05354113;29.67162085;"=""-19.97"""
41.05354113;29.67197824;"=""-21.20"""
41.05354113;29.67233562;"=""-22.37"""
41.05354113;29.67269301;"=""-23.30"""
41.05354113;29.67305039;"=""-23.85"""
41.05354113;29.67340778;"=""-23.93"""
41.05354113;29.67376516;"=""-23.62"""
41.05354113;29.67412255;"=""-23.09"""
41.05354113;29.67447993;"=""-22.58"""
41.05354113;29.67483732;"=""-22.28"""
41.05354113;29.67519471;"=""-22.33"""
41.05354113;29.67555209;"=""-22.76"""
41.05354113;29.67590948;"=""-23.53"""
41.05354113;29.67626686;"=""-24.54"""
41.05354113;29.67662425;"=""-25.65"""
41.05354113;29.67698163;"=""-26.76"""
41.05354113;29.67733902;"=""-27.81"""
41.05354113;29.67769641;"=""-28.83"""
41.05354113;29.67805379;"=""-29.89"""
41.05354113;29.67841118;"=""-31.03"""
41.05354113;29.67876856;"=""-32.16"""
41.05354113;29.67912595;"=""-33.09"""
41.05354113;29.67948333;"=""-33.62"""
41.05327164;29.65410896;"=""35.78"""
41.05327164;29.65446634;"=""35.51"""
41.05327164;29.65482373;"=""34.92"""
41.05327164;29.65518111;"=""33.93"""
41.05327164;29.65553850;"=""32.53"""
41.05327164;29.65589588;"=""30.75"""
41.05327164;29.65625327;"=""28.72"""
41.05327164;29.65661066;"=""26.56"""
41.05327164;29.65696804;"=""24.37"""
41.05327164;29.65732543;"=""22.20"""
41.05327164;29.65768281;"=""20.05"""
41.05327164;29.65804020;"=""17.90"""
41.05327164;29.65839758;"=""15.70"""
41.05327164;29.65875497;"=""13.44"""
41.05327164;29.65911235;"=""11.15"""
41.05327164;29.65946974;"=""9.01"""
41.05327164;29.65982713;"=""7.25"""
41.05327164;29.66018451;"=""6.11"""
41.05327164;29.66054190;"=""5.66"""
41.05327164;29.66089928;"=""5.76"""
41.05327164;29.66125667;"=""6.10"""
41.05327164;29.66161405;"=""6.32"""
41.05327164;29.66197144;"=""6.21"""
41.05327164;29.66232882;"=""5.71"""
41.05327164;29.66268621;"=""4.89"""
41.05327164;29.66304360;"=""3.82"""
